fname,telescope,filter,plate_scale,n_stars,median,mean,std,max,mad_sigma,iqr_p16_p84,flag_high_scatter,flag_very_soft,flag_few_stars,any_flag
ASAS14lq_V_comb_dup.fits,dup,V,0.159,20,1.134856229943566,1.1994899816141509,0.2034332586424758,1.905761537535882,0.009593722607854342,0.017090575872900304,False,False,False,False
ASAS14lq_V_comb_swo.fits,swo,V,0.159,15,2.1359455166368972,2.116380645123105,0.06374597544414536,2.196866593153237,0.042778023746946434,0.11247968815298925,False,True,False,True
ASAS14lt_B_comb_dup.fits,dup,B,0.23,18,1.2014596050742241,1.277180865735652,0.3064899433283384,2.5022610266518064,0.01784240411580217,0.054274616096857686,False,False,False,False
ASAS14lt_V_comb_dup.fits,dup,V,0.23,22,1.409365536341359,1.4694420333420093,0.2679324785627144,2.667613036369331,0.010726828652136883,0.027435350817146986,False,False,False,False
ASAS14lt_V_comb_swo.fits,swo,V,0.43,25,1.4790478756608023,1.6874300411465248,0.4223342583063603,3.0951164828181237,0.0949867085165221,0.6654726069887682,False,False,False,False
ASAS14lw_V_comb_swo.fits,swo,V,0.43,25,1.4117517122004652,1.6369929598258144,0.45138931296625256,3.1087546774056696,0.08517597790864262,0.6261285466236342,False,False,False,False
ASAS14me_B_comb_dup.fits,dup,B,0.23,20,1.6718728296254097,1.678780409663028,0.030254328339292962,1.7719736563301942,0.01717313467291251,0.027352975016483816,False,False,False,False
ASAS14me_V_comb_dup.fits,dup,V,0.23,24,1.5995892289458484,1.610752669473426,0.03425603650835019,1.7246445448072305,0.02584871883991751,0.04980364462906062,False,False,False,False
ASAS14me_V_comb_swo.fits,swo,V,0.43,25,1.6644323796849188,1.6997008396212836,0.13833412343390505,2.272035980926905,0.05470153499296026,0.11345001006928457,False,False,False,False
ASAS14mf_B_comb_dup.fits,dup,B,0.23,18,0.957184282610518,0.9508224447444515,0.01993606603667489,0.9811381415994498,0.01948468687509597,0.03334842697893081,False,False,False,False
ASAS14mf_V_comb_dup.fits,dup,V,0.23,20,0.8574465788954793,0.866384830375672,0.0923372713982708,1.0876389381363,0.024734149945008138,0.08587296560696822,False,False,False,False
ASAS14mw_V_comb_swo.fits,swo,V,0.159,25,1.7402453362162342,1.7386827569732555,0.11655067373155709,2.0526390613680703,0.1216467474123423,0.21815927088889175,False,False,False,False
ASAS14my_B_comb_dup.fits,dup,B,0.23,19,1.2440670157036633,1.486718495970497,0.5595871332854379,3.1433012948412205,0.02126357776283917,0.46403945240077804,False,False,False,False
ASAS14my_V_comb_dup.fits,dup,V,0.23,22,1.287744963832758,1.6321155404262948,0.6615676106538535,3.393969107325333,0.022261877087693352,0.9397298490938848,False,False,False,False
ASAS15aj_B_comb_dup.fits,dup,B,0.23,25,1.2013628674967525,1.2996324913169213,0.5797809507283078,3.8521660743604587,0.24952021994411722,0.5619403443326351,False,False,False,False
ASAS15aj_V_comb_dup.fits,dup,V,0.23,25,1.1085841410811508,1.2485205572331166,0.41745031225511603,2.5205754898865527,0.2820694290087777,0.7208846231183627,False,False,False,False
ASAS15aj_V_comb_swo.fits,swo,V,0.43,25,1.5911748289268726,1.7176738687213087,0.2753972219261369,2.530725409745238,0.09837301887550846,0.4323620292377206,False,False,False,False
ASAS15al_B_comb_dup.fits,dup,B,0.23,25,0.759389103507723,0.7780143835762924,0.08198311331223936,1.0644670095859292,0.019232106115082727,0.03701640763665626,False,False,False,False
ASAS15al_V_comb_dup.fits,dup,V,0.23,25,0.7699072029891014,0.7817642441591679,0.04529304830017622,0.9102581638187339,0.03148836007901129,0.07172662206566272,False,False,False,False
ASAS15al_V_comb_swo.fits,swo,V,0.43,25,1.8137919630619044,1.8137494993924292,0.2019922002587548,2.1268000864700376,0.2285060645237172,0.3906650665826845,False,False,False,False
ASAS15as_B_comb_dup.fits,dup,B,0.23,25,1.2315957612932011,1.3995543085062407,0.4239601383046568,2.631960346866667,0.042307187104740504,0.2762117862006792,False,False,False,False
ASAS15as_V_comb_dup.fits,dup,V,0.23,25,0.9772251819903983,1.053877188282468,0.24788514003407183,2.1370852203141713,0.04553406640856621,0.1544593966162161,False,False,False,False
ASAS15as_V_comb_swo.fits,swo,V,0.43,25,2.000116555026766,2.1456617020615445,0.4521022201677817,3.6382707928919005,0.11406003377196396,0.2353423997717461,False,True,False,True
ASAS15ba_B_comb_dup.fits,dup,B,0.23,16,1.034471966055861,1.0339539817168002,0.018054345216854197,1.0645077368489806,0.019359172487870595,0.03927573598759149,False,False,False,False
ASAS15ba_V_comb_dup.fits,dup,V,0.23,23,0.9671951848838061,1.0476008710893614,0.27926545407070025,1.9550411651450315,0.03490211806467666,0.0668498416941753,False,False,False,False
ASAS15ba_V_comb_swo.fits,swo,V,0.43,25,2.110402542293115,2.132451636995219,0.08034532726520913,2.478015085306085,0.03346334031855345,0.06341330751687568,False,True,False,True
ASAS15be_B_comb_dup.fits,dup,B,0.23,18,0.8932018478513322,0.9018399589678333,0.06775084750229084,1.1457274615439557,0.03487735337590461,0.054968596030671835,False,False,False,False
ASAS15be_V_comb_dup.fits,dup,V,0.23,25,0.708179904205638,0.739407632357088,0.16754232335423663,1.2978249694754689,0.05181757290484033,0.09799141401319766,False,False,False,False
ASAS15be_V_comb_swo.fits,swo,V,0.43,24,2.354769433344863,2.354402246385819,0.0385448700499312,2.45017902337335,0.03830221342858806,0.07366819057763951,False,True,False,True
ASAS15bm_V_comb_swo.fits,swo,V,0.43,25,1.6596831834663992,1.717306310762597,0.17665782074622383,2.198877582919619,0.10295220608846446,0.22071554387096404,False,False,False,False
ASAS15cb_B_comb_dup.fits,dup,B,0.23,15,1.146832342331465,1.1545199456997506,0.022872436249995395,1.2006660598494179,0.018204593154112304,0.03720854903604409,False,False,False,False
ASAS15cb_V_comb_dup.fits,dup,V,0.23,22,0.9798094190247916,1.0767650261239956,0.23287018577140753,1.8598322254432418,0.026141378747250872,0.26734265394749446,False,False,False,False
ASAS15cb_V_comb_swo.fits,swo,V,0.43,24,1.1344388484666048,1.1277935941782946,0.10670300389030046,1.3059312218263346,0.09366576630546913,0.14098234071013027,False,False,False,False
ASAS15cd_B_comb_dup.fits,dup,B,0.23,25,0.9676867973842368,1.0640912378263805,0.2874793414970631,1.95441147913998,0.05675323925717673,0.1965186006203038,False,False,False,False
ASAS15cd_V_comb_dup.fits,dup,V,0.23,25,0.9025596065082685,1.012514845746517,0.2747479641223228,1.7497066743997556,0.03516238805980914,0.4068056885987623,False,False,False,False
ASAS15da_B_comb_dup.fits,dup,B,0.23,25,0.7381648715712563,0.7874824093114191,0.1647846475105349,1.4743185005105433,0.012010368725572327,0.03495470461403549,False,False,False,False
ASAS15da_V_comb_dup.fits,dup,V,0.23,25,0.7282648206785681,0.7644601469472658,0.14612846195453982,1.4144999132480203,0.03123043125374587,0.05263370822567037,False,False,False,False
ASAS15da_V_comb_swo.fits,swo,V,0.43,25,1.7826942045723284,1.9422550475923293,0.39322862830116034,3.128415221248482,0.14338861969508085,0.4094591660382172,False,False,False,False
ASAS15db_V_comb_swo.fits,swo,V,0.43,25,1.347034682289043,1.4077244639431095,0.2430324703903344,2.3654374527154545,0.06716747317079645,0.1359673423199672,False,False,False,False
ASAS15dd_B_comb_dup.fits,dup,B,0.23,25,1.613199975714066,1.6816186166808405,0.2656050246347637,2.661262853367125,0.023183729623223903,0.049012246044704666,False,False,False,False
ASAS15dd_V_comb_dup.fits,dup,V,0.23,25,1.3303058136453199,1.3692189777426116,0.15676337627282008,2.1110922986035856,0.019461776232911468,0.05215630847929953,False,False,False,False
ASAS15dd_V_comb_swo.fits,swo,V,0.43,25,1.6604805950742243,1.6872407848028852,0.11560423662469471,2.000706962774028,0.10181606836912266,0.23811915098088332,False,False,False,False
ASAS15eb_B_comb_dup.fits,dup,B,0.23,25,1.0588669982190884,1.169512548935058,0.32066068173510803,2.6161875399745367,0.08104282169276533,0.2643517565757125,False,False,False,False
ASAS15eb_V_comb_dup.fits,dup,V,0.23,25,0.9693363504576082,1.1459380131319858,0.400009611832074,2.8029090990409125,0.058201579972706446,0.38175425270309915,False,False,False,False
ASAS15eb_V_comb_swo.fits,swo,V,0.43,25,2.017247233806099,2.136081296871893,0.6976100559065996,4.884419353000567,0.2863907680251554,0.6208153478855085,False,True,False,True
ASAS15fr_B_comb_dup.fits,dup,B,0.23,25,0.8525875477212029,0.8760278464530845,0.05721234578516937,1.0261033542792022,0.03682974544652079,0.0713611152186342,False,False,False,False
ASAS15fr_V_comb_dup.fits,dup,V,0.23,25,0.7683716528580216,0.820183237554163,0.12760205415339862,1.1761782912025294,0.02263357833426051,0.062451259825783145,False,False,False,False
ASAS15fr_V_comb_swo.fits,swo,V,0.43,25,1.5061805586805148,1.547685633164165,0.16125180439024053,2.1298679584396805,0.08292482673933582,0.16586132920316832,False,False,False,False
ASAS15ga_B_comb_dup.fits,dup,B,0.23,19,1.1861990169835022,1.2055948652381596,0.09989003193732886,1.4510058799942664,0.053910003533356315,0.1395957373630783,False,False,False,False
ASAS15ga_V_comb_dup.fits,dup,V,0.23,23,1.1777885589029042,1.2383499219644722,0.26124813890868437,2.361615999073649,0.09440293957932999,0.19650572766357222,False,False,False,False
ASAS15ga_V_comb_swo.fits,swo,V,0.43,24,1.8139851680260806,1.926314351466347,0.4729489251952858,4.096873518376677,0.06596140053885546,0.11975686326400692,False,False,False,False
ASAS15go_B_comb_dup.fits,dup,B,0.23,25,1.1289395069993096,1.155595205548976,0.08573337680907932,1.4590463454810274,0.02633412821124031,0.07171465699501622,False,False,False,False
ASAS15go_V_comb_dup.fits,dup,V,0.23,25,1.0894284318141672,1.1668372256037143,0.24642257033710607,1.989923497629836,0.06905950829764863,0.19023752914357783,False,False,False,False
ASAS15go_V_comb_swo.fits,swo,V,0.43,25,1.4176695171555773,1.4765996890252666,0.20628207964506187,2.0688972889319546,0.15110755543222004,0.34710973022552993,False,False,False,False
ASAS15gr_B_comb_dup.fits,dup,B,0.23,25,1.1229828594756357,1.164521013413955,0.1700309073674896,1.7902044236038595,0.08211961999229009,0.2241702027028416,False,False,False,False
ASAS15gr_V_comb_dup.fits,dup,V,0.23,25,1.13530584240237,1.1916180124630342,0.2932156248846344,2.2414463142412786,0.13810701398693417,0.28877947138201276,False,False,False,False
ASAS15gr_V_comb_swo.fits,swo,V,0.43,25,1.9624798539368176,2.1575917301647203,0.5093279103120294,4.067746362972633,0.23344623960592062,0.5880422871154432,False,False,False,False
ASAS15hf_B_comb_dup.fits,dup,B,0.23,25,1.1565571613074659,1.1598866058354056,0.05116522950596739,1.3148805882418746,0.03637281896238953,0.06283025129262376,False,False,False,False
ASAS15hf_V_comb_dup.fits,dup,V,0.23,25,1.124272237042296,1.2029081171221785,0.22734318208619034,1.9637416300415609,0.08526358467581424,0.28312038623886626,False,False,False,False
ASAS15hf_V_comb_swo.fits,swo,V,0.43,25,1.8144329522622256,1.981816598120207,0.4846272690917688,4.01681646994396,0.14741568444127975,0.52292371933396,False,False,False,False
ASAS15hg_B_comb_dup.fits,dup,B,0.23,25,1.2166558511189773,1.2874969517000077,0.1815984234537442,1.9194431375527847,0.05223484342689406,0.3267478446778349,False,False,False,False
ASAS15hg_V_comb_dup.fits,dup,V,0.23,25,1.1392635246144915,1.2538331580642108,0.24703976139656061,1.9081675680024692,0.04553671478863,0.2528774336579953,False,False,False,False
ASAS15hg_V_comb_swo.fits,swo,V,0.43,25,1.680285906996444,1.710325388454935,0.2927266370651723,2.223376076939987,0.15040006337983183,0.5053559911419843,False,False,False,False
ASAS15hx_B_comb_dup.fits,dup,B,0.23,25,0.864633813995665,0.9764471272077018,0.4531487660762568,3.1281523609372885,0.02551350305459497,0.12599183745047682,False,False,False,False
ASAS15hx_V_comb_dup.fits,dup,V,0.23,25,0.9251056799179233,0.9726615841326427,0.10836502893153405,1.2769299373463088,0.04135475590192594,0.1874295677208685,False,False,False,False
ASAS15hx_V_comb_swo.fits,swo,V,0.43,25,1.6382336085541045,1.683534001703541,0.1701997061227331,2.2648188616248044,0.09820653541116818,0.2488051663217472,False,False,False,False
CSP12F_B_comb_dup.fits,dup,B,0.23,21,0.99425564696301,1.032312837264085,0.16709487146350815,1.7481646901129255,0.02868767510482258,0.06158621477939408,False,False,False,False
CSP12F_V_comb_dup.fits,dup,V,0.23,25,0.892010304445829,0.9529022511922198,0.17368418988632467,1.5844222105749766,0.030330369431413755,0.12441646141236096,False,False,False,False
CSP12F_V_comb_swo.fits,swo,V,0.43,25,1.8877292287712548,1.8760529888243982,0.07655565520752058,2.076552375363629,0.04857681713520585,0.12995458941975802,False,False,False,False
CSP12G_B_comb_dup.fits,dup,B,0.23,24,0.9761050806423721,1.010367504710517,0.13399923614965667,1.3088345298039556,0.06257568235593013,0.21145574733787664,False,False,False,False
CSP12G_V_comb_dup.fits,dup,V,0.23,25,1.2312845326535846,1.144886083041022,0.1822001208549766,1.3511573689236853,0.07631104339570823,0.3807014522757257,False,False,False,False
CSP12G_V_comb_swo.fits,swo,V,0.43,24,1.2830045224013076,1.3096374505892143,0.2098703037587237,2.0644555907085516,0.1945954982506026,0.28356303662668236,False,False,False,False
CSP12J_B_comb_dup.fits,dup,B,0.23,25,1.1436752479850667,1.1936080659503765,0.2233035466058379,2.193798882227483,0.06653020279329758,0.13598457012529086,False,False,False,False
CSP12J_V_comb_dup.fits,dup,V,0.23,25,1.1847654604526388,1.237423642809421,0.1688556516501196,1.8159748461906986,0.08306043030672378,0.14966743900471657,False,False,False,False
CSP12K_V_comb_swo.fits,swo,V,0.159,25,1.4092372489249338,1.7429033396895948,0.67556593000261,3.952819664325291,0.2142544265866682,0.9849934918679666,False,False,False,False
CSP12M_B_comb_dup.fits,dup,B,0.23,25,1.4450297654322153,1.6437663276710446,0.3644293106470519,2.5526785061365005,0.06442028272012965,0.7808991540877279,False,False,False,False
CSP12M_V_comb_dup.fits,dup,V,0.23,25,1.1237844338827312,1.2961942243425006,0.3292859065917559,2.0538385584618575,0.03151095996589957,0.7144492330742591,False,False,False,False
CSP12M_V_comb_swo.fits,swo,V,0.43,24,1.3365772433128242,1.7040607112504007,1.562367004949333,8.783423594072975,0.031862282414023134,0.41954464933603086,False,False,False,False
CSP12N_B_comb_dup.fits,dup,B,0.23,25,0.9930263480370844,1.0040556510028105,0.0654619961113121,1.2570095038972784,0.03352785627705173,0.0900499361335465,False,False,False,False
CSP12N_V_comb_dup.fits,dup,V,0.23,25,0.9642819115727446,0.9703089773630973,0.038846472125767535,1.0759308688340414,0.03560244514604241,0.07347018763904956,False,False,False,False
CSP12N_V_comb_swo.fits,swo,V,0.43,25,1.1832858720203236,1.3524918965141364,0.4262295703991681,2.9062650480529384,0.05385198423017646,0.45573840018678125,False,False,False,False
CSP13B_B_comb_dup.fits,dup,B,0.23,25,1.299723610079362,1.3196106934069247,0.09954562797674858,1.7695215798204378,0.032413818815334984,0.07790157914977236,False,False,False,False
CSP13B_V_comb_dup.fits,dup,V,0.23,25,1.141733567758784,1.2004218564200715,0.19714670879811774,1.9941903691887222,0.05077038661390298,0.10523188017627039,False,False,False,False
CSP13B_V_comb_swo.fits,swo,V,0.43,25,1.3080803863325288,1.3415296995445007,0.16529943329356986,1.9213389806605765,0.08447865158160346,0.22966565922570625,False,False,False,False
CSP13C_V_comb_swo.fits,swo,V,0.43,25,1.8267268321111314,1.8691590707185477,0.4185344909841841,2.836936291432953,0.25515547615265005,0.7373406485868468,False,False,False,False
CSP13G_V_comb_swo.fits,swo,V,0.43,25,1.5244189886807593,1.7002964393266555,0.34590101288294073,2.6697140618943167,0.04417087937913485,0.6635386597743684,False,False,False,False
CSP13M_B_comb_dup.fits,dup,B,0.23,17,1.0235163093807187,1.0902347865409723,0.23014299540403613,1.689409395688759,0.04114465939367192,0.24136815727511995,False,False,False,False
CSP13M_V_comb_dup.fits,dup,V,0.23,21,0.9462783898973699,0.9603434939976171,0.11231615322017663,1.4338118515480953,0.03267779357529153,0.055512499805400406,False,False,False,False
CSP13N_B_comb_dup.fits,dup,B,0.23,24,1.3622543005279582,1.3941579451076327,0.18251908318847088,2.225455616552097,0.025204060423938402,0.06265898579495577,False,False,False,False
CSP13N_V_comb_dup.fits,dup,V,0.23,25,1.1967454863396756,1.2448120823038051,0.17757227573966147,2.057058700612216,0.03585981410539811,0.0974176745908657,False,False,False,False
CSP13P_B_comb_dup.fits,dup,B,0.23,25,1.4699294633063722,1.4706594329846265,0.018250856732390276,1.501594380588786,0.020830942777843052,0.04315406576283931,False,False,False,False
CSP13P_V_comb_dup.fits,dup,V,0.23,25,1.3447923701303657,1.374935781819827,0.1467751719616168,2.06330295874605,0.021447970549562843,0.04479557530319189,False,False,False,False
CSP13P_V_comb_swo.fits,swo,V,0.43,25,1.5580985448331603,1.609035325480202,0.20773710400891587,2.158360419439868,0.14182688835442867,0.33568285613036,False,False,False,False
CSP13Q_B_comb_dup.fits,dup,B,0.23,25,1.0986236849767776,1.1057819784003078,0.0414345961258158,1.172870052418314,0.05976692609081752,0.08630492755201336,False,False,False,False
CSP13Q_V_comb_dup.fits,dup,V,0.23,25,1.0649240802743378,1.0763185709846976,0.0308338123536956,1.1404036586008448,0.02828868513746295,0.05938185862392431,False,False,False,False
CSP13Q_V_comb_swo.fits,swo,V,0.43,25,1.5944596574687746,1.643557583443932,0.17540661021991877,2.272925559952336,0.09894276926402283,0.19025760531064928,False,False,False,False
CSP13U_B_comb_dup.fits,dup,B,0.23,14,1.3784751815538763,1.3730701567618362,0.019214740924267757,1.4020133013804132,0.017286063429270183,0.029613171875087607,False,False,False,False
CSP13U_V_comb_dup.fits,dup,V,0.23,19,1.3914452071172556,1.3921408781080113,0.017683844657165926,1.430544559294631,0.013992395970772521,0.03256485830518363,False,False,False,False
CSP13U_V_comb_swo.fits,swo,V,0.43,24,1.3058894724800907,1.3640242569403132,0.17213287290984233,2.119725997551599,0.06516414913002028,0.13863071964416007,False,False,False,False
CSP13Y_B_comb_dup.fits,dup,B,0.23,25,0.830760896925494,0.8607206020649469,0.0974428472213798,1.2395610182097032,0.02186372173317626,0.08485759248647684,False,False,False,False
CSP13Y_V_comb_dup.fits,dup,V,0.23,25,0.7685723501788503,0.8133750120171901,0.12337294979492362,1.2042394116902015,0.021171002137106765,0.05193945290317048,False,False,False,False
CSP13Y_V_comb_swo.fits,swo,V,0.43,25,1.42112022498104,1.5776414684308575,0.3454697759211562,2.348045792151477,0.0647870740548065,0.6034175916188464,False,False,False,False
CSP13Z_V_comb_swo.fits,swo,V,0.43,25,1.1825397549058865,1.2814015228597415,0.2848594375668783,2.5040229713442326,0.058092208535158125,0.18363423529292922,False,False,False,False
CSP13aad_B_comb_dup.fits,dup,B,0.23,25,1.2684589746284678,1.2843977748856295,0.054605487907458616,1.4367584241576659,0.05015277948220093,0.10003849051375768,False,False,False,False
CSP13aad_V_comb_dup.fits,dup,V,0.23,25,1.2138713044902114,1.2252291571948202,0.07500289412066795,1.4040944434221512,0.060217080886026626,0.1561128413790962,False,False,False,False
CSP13aad_V_comb_swo.fits,swo,V,0.43,25,1.4626989035873579,1.463933790237551,0.044298601278427545,1.5464370240017198,0.058024095238124414,0.09221915210084353,False,False,False,False
CSP13aae_V_comb_dup.fits,dup,V,0.159,25,1.031038335102952,1.0664920029435314,0.14151231320479407,1.7148937616531335,0.05207377648494375,0.0948560401566384,False,False,False,False
CSP13aaf_B_comb_dup.fits,dup,B,0.23,17,1.1745637396732733,1.2930099648643105,0.2599106529969765,1.9136810129886028,0.06434964578032816,0.4399520177495757,False,False,False,False
CSP13aaf_V_comb_dup.fits,dup,V,0.23,23,1.0286984434042121,1.1859883249965018,0.5163620552491744,3.2626662878677974,0.08259819988982356,0.4529310707504093,False,False,False,False
CSP13aaf_V_comb_swo.fits,swo,V,0.43,25,1.3017818187340322,1.3452132295046948,0.18616530585539737,2.0153444880826386,0.07829579525320828,0.1857696435106937,False,False,False,False
CSP13aam_B_comb_dup.fits,dup,B,0.23,25,1.277573551732635,1.2882838206126792,0.06755478566419437,1.4963719819492298,0.058844810197485276,0.12537471917945076,False,False,False,False
CSP13aam_V_comb_dup.fits,dup,V,0.23,25,1.1943246841370427,1.2213168129945362,0.06645875786561058,1.3754366890848293,0.04974814280553779,0.13623027652334674,False,False,False,False
CSP13aam_V_comb_swo.fits,swo,V,0.43,25,1.6800256060475616,1.7028115670558213,0.14684988012206704,2.0683105014776113,0.1558630309864817,0.26297784364075594,False,False,False,False
CSP13aao_B_comb_dup.fits,dup,B,0.23,25,1.3315269925278634,1.3172908112946065,0.31171854894314005,2.498234964253821,0.08981077145499033,0.5095535124875984,False,False,False,False
CSP13aao_V_comb_dup.fits,dup,V,0.23,25,1.153446454628614,1.2311697856791641,0.37993218351840513,2.834658747238699,0.047232549746971934,0.12108806243579595,False,False,False,False
CSP13aao_V_comb_swo.fits,swo,V,0.43,25,2.3009141822046044,2.343852958304483,0.4957244119843282,3.400934040788783,0.6371860465738458,0.977920749866193,True,True,False,True
CSP13aap_B_comb_dup.fits,dup,B,0.159,13,0.9090113312565227,1.103476330330416,0.39353419891687325,1.8682929992544166,0.039722264990408464,0.8389085979636899,False,False,False,False
CSP13aap_V_comb_dup.fits,dup,V,0.159,22,0.83554966047352,1.0227320815149847,0.34227364370153673,1.7270961802838734,0.039108992695128,0.7386429617871371,False,False,False,False
CSP13aaq_B_comb_dup.fits,dup,B,0.23,25,1.5569261955800255,1.5189013936401232,0.15805250062362744,1.695471588231625,0.06290807833529752,0.1481781283517789,False,False,False,False
CSP13aaq_V_comb_dup.fits,dup,V,0.23,25,1.2493324674064779,1.2884296608072285,0.16922654724494796,2.0185811370619837,0.025988109893921578,0.08389991665018082,False,False,False,False
CSP13aaw_B_comb_dup.fits,dup,B,0.159,17,1.5154996060266677,1.5232819455849005,0.0273884431745723,1.5949693085124155,0.011761899958490767,0.04018491560891779,False,False,False,False
CSP13aaw_V_comb_dup.fits,dup,V,0.159,25,1.267916914898435,1.411316858092809,0.34687890805834215,2.422103058039558,0.023129202886746848,0.6629571034494386,False,False,False,False
CSP13aax_B_comb_dup.fits,dup,B,0.23,24,0.9792322582350291,1.044581383292126,0.237901929885059,2.1072040583960834,0.027079376428297445,0.06608559442900919,False,False,False,False
CSP13aax_V_comb_dup.fits,dup,V,0.23,25,0.9066466325072813,1.0238658206075804,0.2933555715295621,2.0238754631700173,0.030002660557278852,0.17431882048294245,False,False,False,False
CSP13aay_B_comb_dup.fits,dup,B,0.23,24,1.0836540163629471,1.136334967230509,0.21422757986958113,1.9947981596688042,0.08711322840367512,0.16277299574916282,False,False,False,False
CSP13aay_V_comb_dup.fits,dup,V,0.23,25,1.0223308145665324,1.116318921492815,0.27285474307733504,1.9764613024206084,0.0443890266366675,0.0985454060313572,False,False,False,False
CSP13ab_V_comb_swo.fits,swo,V,0.43,25,1.539945045072181,1.64486943628174,0.34153416752512633,3.0050102903810005,0.09541878179451879,0.27916778828915945,False,False,False,False
CSP13aba_B_comb_dup.fits,dup,B,0.23,13,1.3017633910131452,1.4478239987147552,0.4790943895317638,2.9951941176212356,0.03804907554780444,0.11052383496128848,False,False,False,False
CSP13aba_V_comb_dup.fits,dup,V,0.23,18,1.1746824380864163,1.2837143505992685,0.3063703861655684,2.2130409298941482,0.043184104868707496,0.19456841009697046,False,False,False,False
CSP13abl_B_comb_dup.fits,dup,B,0.23,25,1.1103840725341931,1.1243528753793806,0.04705072577751349,1.2453470339228794,0.038023019536732275,0.08154209355292608,False,False,False,False
CSP13abl_V_comb_dup.fits,dup,V,0.23,24,0.9259534357741224,0.953748358597661,0.0827634583118721,1.2493545733972014,0.050640311154242015,0.08821488354341434,False,False,False,False
CSP13abl_V_comb_swo.fits,swo,V,0.43,25,1.9396512060146085,2.0562749327318146,0.3498202515117139,2.9532199001847648,0.2286788086540375,0.6206684890924503,False,False,False,False
CSP13abm_V_comb_dup.fits,dup,V,0.23,25,1.1380758026567153,1.1573939321515914,0.09650262677840754,1.6067005514209585,0.029987234596777997,0.0505239145376406,False,False,False,False
CSP13abs_B_comb_dup.fits,dup,B,0.23,25,1.370825681858843,1.403994985662417,0.14825621881335216,2.1019186537432586,0.017100658716161985,0.057587548599086213,False,False,False,False
CSP13abs_V_comb_dup.fits,dup,V,0.23,25,1.0974524843892515,1.1273727758664334,0.11685203328589341,1.4563383753467485,0.04653813571290175,0.10600020892333917,False,False,False,False
CSP13ag_B_comb_dup.fits,dup,B,0.23,25,1.1570412816195839,1.1641412024394406,0.035165645144003575,1.2549500538594753,0.024504396018536396,0.06305245243307245,False,False,False,False
CSP13ag_V_comb_dup.fits,dup,V,0.23,25,1.1169619319432535,1.1560438513237967,0.13831566007746152,1.7940710740631216,0.03895486632986528,0.08103861471749974,False,False,False,False
CSP13al_V_comb_dup.fits,dup,V,0.23,25,1.2069894350167414,1.25576681776839,0.12544932264884526,1.7195672788585947,0.02298925450413383,0.11240443454375715,False,False,False,False
CSP13al_V_comb_swo.fits,swo,V,0.43,25,1.3451295985861917,1.4333145824803284,0.3466085279448003,2.6148303155421138,0.22576578856069776,0.5758441957376821,False,False,False,False
CSP13am_B_comb_dup.fits,dup,B,0.23,25,1.3573753852637769,1.340974470418651,0.25151660567984313,2.216083232916291,0.12225951245486928,0.3611766949642137,False,False,False,False
CSP13am_V_comb_dup.fits,dup,V,0.23,25,1.4430323163720709,1.4095118636598625,0.27057060921574594,2.1541384388838507,0.09645483990122032,0.45972037643675323,False,False,False,False
CSP13an_B_comb_dup.fits,dup,B,0.23,25,1.3922379391329924,1.4435000039602037,0.20526541892739267,2.3663067357489624,0.020885251993215684,0.045452190711799956,False,False,False,False
CSP13an_V_comb_dup.fits,dup,V,0.23,25,1.2589280352539327,1.3711195287310114,0.31826993632669964,2.4751937797820327,0.017254673114563402,0.08035004496218989,False,False,False,False
CSP13an_V_comb_swo.fits,swo,V,0.43,25,1.397636259088506,1.4826381577306922,0.33765403630237684,2.5958609038948524,0.07407056094656535,0.41479419979735543,False,False,False,False
CSP13ay_V_comb_swo.fits,swo,V,0.43,25,1.1351619547279157,1.1605780973222437,0.09649915691941971,1.5120897508150128,0.04555574906993585,0.10548416819731865,False,False,False,False
CSP13bf_B_comb_dup.fits,dup,B,0.23,25,1.0949731824502424,1.118414390275457,0.10859704669781635,1.6272903353898123,0.023309796005783038,0.05664287457594108,False,False,False,False
CSP13bf_V_comb_dup.fits,dup,V,0.23,25,1.1363783063977158,1.1729347939682462,0.11579764265595252,1.6941411682385645,0.04039834457422232,0.06285675641432698,False,False,False,False
CSP13bf_V_comb_swo.fits,swo,V,0.43,25,1.613090235665556,1.6977360590451867,0.22723786988559586,2.569502371788066,0.022301568436159085,0.07772232805806634,False,False,False,False
CSP13bh_B_comb_dup.fits,dup,B,0.23,23,0.94977364971255,1.08921881309989,0.2611576933398233,1.6496072704984148,0.08226326666242186,0.549062218696238,False,False,False,False
CSP13bh_V_comb_dup.fits,dup,V,0.23,25,0.996577837000999,1.1332394993131627,0.2861996138025675,1.711252107802329,0.14563934836951012,0.6054133249640431,False,False,False,False
CSP13bh_V_comb_swo.fits,swo,V,0.43,25,1.4707683047188276,1.522781571459569,0.19463585795961977,2.0765493478483994,0.15806054005514447,0.2825044178968812,False,False,False,False
CSP14aaa_B_comb_dup.fits,dup,B,0.23,12,1.149977334592953,1.1521473474132478,0.03212357107417462,1.1948685804852155,0.03991321085545967,0.06568664854739481,False,False,False,False
CSP14aaa_V_comb_dup.fits,dup,V,0.23,22,1.0567427857135152,1.214802533288792,0.4311262711987439,2.749855270179387,0.049074672458015736,0.24316117438245688,False,False,False,False
CSP14aab_B_comb_dup.fits,dup,B,0.23,25,0.9076326467230647,0.9673538710732598,0.23047113559629973,1.9855588505729318,0.048942363527029485,0.11742780087325821,False,False,False,False
